                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     43,                 0.0035,                0.57937,                0.95238,                0.72182,             0.00042419,             0.00042419,             0.00042419
                     44,                0.00341,                 0.5873,                0.96032,                0.71989,             0.00041712,             0.00041712,             0.00041712
                     45,                0.00347,                0.58333,                0.96032,                0.71703,             0.00041005,             0.00041005,             0.00041005
                     46,                0.00343,                0.59921,                0.95635,                0.71861,             0.00040298,             0.00040298,             0.00040298
                     47,                0.00325,                0.59524,                0.95635,                0.71329,             0.00039591,             0.00039591,             0.00039591
                     48,                0.00328,                0.59921,                0.96032,                0.71345,             0.00038884,             0.00038884,             0.00038884
                     49,                0.00309,                0.59127,                0.95635,                0.71453,             0.00038178,             0.00038178,             0.00038178
                     50,                0.00315,                0.59127,                0.95635,                 0.7121,             0.00037471,             0.00037471,             0.00037471
                     51,                0.00317,                0.59921,                0.95635,                0.71199,             0.00036764,             0.00036764,             0.00036764
                     52,                0.00313,                 0.5754,                0.95635,                0.71499,             0.00036057,             0.00036057,             0.00036057
                     53,                0.00315,                0.59524,                0.96429,                0.71621,              0.0003535,              0.0003535,              0.0003535
                     54,                0.00305,                0.59921,                0.96032,                0.71267,             0.00034643,             0.00034643,             0.00034643
                     55,                0.00314,                0.58333,                0.96032,                0.71508,             0.00033936,             0.00033936,             0.00033936
                     56,                0.00316,                0.59921,                0.96032,                0.71016,              0.0003323,              0.0003323,              0.0003323
                     57,                0.00302,                 0.5873,                0.95635,                0.71359,             0.00032523,             0.00032523,             0.00032523
                     58,                0.00297,                 0.5873,                0.95635,                0.71191,             0.00031816,             0.00031816,             0.00031816
                     59,                0.00302,                0.59127,                0.95635,                0.70922,             0.00031109,             0.00031109,             0.00031109
                     60,                0.00293,                0.59921,                0.96032,                0.71125,             0.00030402,             0.00030402,             0.00030402
                     61,                 0.0029,                0.59127,                0.95635,                0.71028,             0.00029695,             0.00029695,             0.00029695
                     62,                0.00298,                0.57937,                0.95635,                0.71406,             0.00028988,             0.00028988,             0.00028988
                     63,                0.00302,                0.57937,                0.95635,                0.71363,             0.00028282,             0.00028282,             0.00028282
                     64,                0.00299,                0.58333,                0.95635,                0.71262,             0.00027575,             0.00027575,             0.00027575
                     65,                0.00292,                0.59127,                0.96032,                0.71226,             0.00026868,             0.00026868,             0.00026868
                     66,                0.00292,                0.59127,                0.95635,                0.70994,             0.00026161,             0.00026161,             0.00026161
                     67,                0.00292,                0.59524,                0.95635,                0.71142,             0.00025454,             0.00025454,             0.00025454
                     68,                0.00295,                0.59127,                0.96429,                0.71238,             0.00024747,             0.00024747,             0.00024747
                     69,                0.00299,                0.59127,                0.95635,                0.71126,              0.0002404,              0.0002404,              0.0002404
                     70,                0.00291,                0.59127,                0.95635,                0.70915,             0.00023334,             0.00023334,             0.00023334
                     71,                0.00289,                 0.5873,                0.95238,                0.71085,             0.00022627,             0.00022627,             0.00022627
                     72,                0.00288,                 0.5873,                0.96429,                 0.7113,              0.0002192,              0.0002192,              0.0002192
                     73,                 0.0029,                0.59127,                0.95635,                0.71104,             0.00021213,             0.00021213,             0.00021213
                     74,                0.00287,                 0.5873,                0.96032,                 0.7102,             0.00020506,             0.00020506,             0.00020506
                     75,                0.00289,                0.60317,                0.95635,                0.70746,             0.00019799,             0.00019799,             0.00019799
                     76,                0.00283,                0.58333,                0.95238,                0.71021,             0.00019092,             0.00019092,             0.00019092
                     77,                0.00281,                0.58333,                0.95635,                0.71249,             0.00018385,             0.00018385,             0.00018385
                     78,                0.00286,                0.59524,                0.95238,                0.71167,             0.00017679,             0.00017679,             0.00017679
                     79,                0.00285,                0.59524,                0.96032,                0.71132,             0.00016972,             0.00016972,             0.00016972
